title,bundle,fanRating,fanRatingCount,Final Album,directory,Shares Elements With,Suggested directory,Suggested title,King Tom,Final song title,Type,Explicit (Y/N),Album Cover,Recording Device,Fan Comment,Lyrics,artist,cowriter,album,length,comment,composer,feel,genesis,section,key,mode,suzyVerdict,suzyRating,suzyComment,scoreTotal,jd,jdComment,BPM,sitekrating,version,masterpiece,blue,vanweez,solo,rock,uuid,original_filename
Bad Girl (2008 edit),The Red-Raditude-Hurley Years,4.35,13,Red,\Unknown Album,,,,4.5,The Angel And The One,Full Song,,,,,"I heard all about you 
You’ve got quite a reputation 
Reputation 
So many men chewed up 
Let’s see if you can cut it with me 
With me 
You think you’re bad girl 
You think you’re bad girl 
But I can mess you up 
Woah 
You think you’re bad girl 
You think you’re bad girl 
But you ain’t seen the real me 
Woah 
I read you like a book 
Those games ain’t gonna work on me 
Work on me 
I am in control 
I dare you to let go and love me 
And love me 
You think you’re bad girl 
You think you’re bad girl 
But I can mess you up 
Woah 
You think you’re bad girl 
You think you’re bad girl 
But you ain’t seen the real me 
Woah 
Blonde hair and blue eyes make you look like a queen 
I’ve seen your face so many times on a cover of a magazine 
Heavy metal bracelet dangling from your wrist 
You are still the prettiest girl that I never kissed 
You think you’re bad girl 
You think you’re bad girl 
But I can mess you up 
Woah 
You think you’re bad girl 
You think you’re bad girl 
But you ain’t seen the real me 
Woah 
Woah 
Woah 
Woah",Rivers Cuomo,,Unknown Album,213,,Rivers Cuomo,,,,,,,,,,,,72,,,,,,,,a95871d77ebe410aaeca6d8b5dbdd942,Bad Girl (2008 edit)
Bad Girl (with overdubs),The Red-Raditude-Hurley Years,4.56,9,Red,\Unknown Album,,,Bad Girl (with overdubs),4,The Angel And The One,Full Song,,,,,"I heard all about you 
You’ve got quite a reputation 
Reputation 
So many men chewed up 
Let’s see if you can cut it with me 
With me 
You think you’re bad girl 
You think you’re bad girl 
But I can mess you up 
Woah 
You think you’re bad girl 
You think you’re bad girl 
But you ain’t seen the real me 
Woah 
I read you like a book 
Those games ain’t gonna work on me 
Work on me 
I am in control 
I dare you to let go and love me 
And love me 
You think you’re bad girl 
You think you’re bad girl 
But I can mess you up 
Woah 
You think you’re bad girl 
You think you’re bad girl 
But you ain’t seen the real me 
Woah 
Blonde hair and blue eyes make you look like a queen 
I seen your face so many times on the cover of a magazine 
Heavy metal bracelets dangling from your wrist 
You are still the prettiest girl that I never kissed 
Let me see you dance again just the way I like 
When I watch you do that thing I know that it is right 
I can smell your makeup when you stand so close 
Tell me how good I can stand to let your loving go 
You think you’re bad girl 
You think you’re bad girl 
But I can mess you up 
Woah 
You think you’re bad girl 
You think you’re bad girl 
But you ain’t seen the real me 
Woah 
You think you’re bad girl 
You think you’re bad girl 
But I can mess you up 
Woah 
You think you’re bad girl 
You think you’re bad girl 
But you ain’t seen the real me 
Woah 
Woah",Rivers Cuomo,,Unknown Album,259,edit out the third quarter of the bridge? / actually edit out the 2nd half of the bridge. / edit C3 or C4 / add another line of ohhs at the end.,Rivers Cuomo,,,,,,,,,,,,72,,,,,,,,6740be786a434faf9275575e35c973a5,bad girl (with overdubs)
Ballad Of The Brine - Rough 1 Nov,EWBAITE,4.59,17,Van Weezer,,"Cancer, Stronger, Now or Later",,Ballad Of The Brine - Rough 1 Nov,3,Blue Dream,Full Song,N,,,,"The fishes are my friends 
Here beneath the sea 
They’re swimming all around 
They’re foot massaging me 
The octopus says hi 
I say to him ‘what’s up?’ 
I’m gonna bump his fist 
But he got too much love 
I’m at home here 
In the briny 
Since I found out 
You don’t want me 
The mates thought I was nuts 
Jumping off the edge 
But what I have to lose 
‘Xcept pains inside my head 
And pains inside my heart 
They wouldn’t let me be 
Now I’m better off 
Yeah I’ve been set free 
And I’m at home here 
In the briny 
Since I found out 
You don’t want me 
Yeah I’m at home here 
In the briny 
Since I found out 
You don’t want me",Rivers Cuomo,,EWBAITE,189,,Rivers Cuomo,,,,,,,,,,,,68,,,,,,,,a385c1ac120d4437bca0d178cd3675c4,BALLAD OF THE BRINE - ROUGH 1 - NOV
Ballad Of The Briny - Rough 4 Jan,EWBAITE,4.67,27,Van Weezer,,"Cancer, Stronger, Now or Later",,Ballad Of The Briny - Rough 4 Jan,5,Blue Dream,Full Song,N,,,,"The fishes are my friends
Here beneath the sea
Swimming all around
They're foot massaging me
The octopus says hi
I say 'how do you do?'
He's quite the gentleman
To give me eight salutes
I'm at home here
In the briny
Since I found out
You don't want me
The crew thought I was nuts
Jumping overboard
But what I have to lose
'Cept pains inside my gourd
And pains inside my heart
They wouldn't let me be
Now I'm better off 
As captain of the sea
And I'm at home here
In the briny
Since I found out
You don't want me
Yeah I'm at home here
In the briny
Since I found out
You don't want me
I went to schools
I went to ministry
But they don't match the student of the sea
I'm back where I began my primal life
I am dissolved into the murky brine
You wanted me to be a practical man
But now I see how things work
And I'm at home here
In the briny
Since I found out
You don't want me
Yeah I'm at home here
In the briny
Since I found out
You don't want me",Rivers Cuomo,,EWBAITE,234,adam 8.9 more piano arps,Rivers Cuomo,,,,,,,,,,,,68,,,,,,,,80cd148bb8cf4ee585c233d1104e80cf,BALLAD OF THE BRINy - ROUGH 4 - JAN
Ballad Of The Briny - Rough 4 Sept 30,EWBAITE,4.78,44,Van Weezer,,"Cancer, Stronger, Now or Later",,Ballad Of The Briny - Rough 4 Sept 30,4.5,Blue Dream,Full Song,N,,,,"The fishes are my friends 
Here beneath the sea 
Swimming all around 
They're foot massaging me 
The octopus says hi 
I say 'how do you do?' 
He's quite the gentleman 
To give me eight salutes 
I'm at home here in the briny 
Since I found out you don't want me 
The crew thought I was nuts 
Jumping overboard 
But what have I to lose 
'cept pains inside my gourd? 
And pains inside my heart 
They wouldn't let me be 
Now I'm better off as captain of the sea 
I'm at home here in the briny 
Since I found out you don't want me 
Yeah I'm at home here in the briny 
Since I found out you don't want me 
I went to schools I went to ministry 
But they don't match the student of the sea 
I'm back where I began my primal life 
I am dissolved into the murky brine 
(You wanted me to be a practical man 
And now I see how things work) 
I'm at home here in the briny 
Since I found out you don't want me",Rivers Cuomo,,EWBAITE,236,,Rivers Cuomo,,,,,,,,,,,,68,,,,,,,,db65424f4b3a4571aead3bb159e069cb,BALLAD OF THE BRINY - ROUGH 4 - SEPT
Ballsy,EWBAITE,3.69,16,None,,High Hopes,,Ballsy - v1,2,Ballsy,Partial Song,N,,,,"I met a girl with elven hands 
She gave me a back rub 
We went to see her boyfriends band 
And they totally blew up the club 
We stoped for chilli at ... 
Tasted cajun enough 
I drove her home in her sedan 
And we cranked enough's enough 
It's ballsy 
Yes it's ballsy 
It's ballsy 
If I do say so myself 
Got a kickass wife and kid 
To keep me company 
We use these special toddler bibs 
To catch his beets and peas 
People told me not to write songs about my life 
But watch those people sing along 
When we play this out live 
It's ballsy 
Yes it's ballsy 
It's ballsy 
If I do say so myself",Rivers Cuomo,,EWBAITE,98,,Rivers Cuomo,,,,,,,,,2.75,3.75,"i like this one, it's jokey but worth a collective hearing",68,,,,,,,,13260cbc609d46dfae9bcf252a47355e,Ballsy
Ballsy 2 2,EWBAITE,3.89,18,None,,High Hopes,,Ballsy - v2,2,Ballsy,Partial Song,N,,,,"I met an elf with magic hands that gave me a back rub 
We went last night to see Pearl Jam 
And they totally blew up the club 
We stoped for chilli at ... 
Tasted cajun enough 
We drove back home in my sedan 
And cranked enough's enough 
It's ballsy 
Yes it's ballsy 
It's ballsy 
If I do say so myself 
Got a kickass group of friends 
To keep me company 
We use these special toddler bibs 
To catch our beets and peas 
Some people told me not to write 
A song about my life 
But watch those people sing along 
When we play this out live 
It's ballsy 
Yes it's ballsy 
It's ballsy 
If I do say so myself",,,EWBAITE,108,,,,,,,,,,,,,,100,,2,,,,,,7c0d8590352844e580e0046a5529fd5d,Ballsy 2 2
Bang You,The Green Years,1.5,2,None,\The Black Room\C.O.R_,,TKX,Bang You - TKX 43,1,Bang You,Voice Memo With Guitar,N,,,TKX-43,"I really want to jump through the ... 
I really want some girl tonight 
I really want some girl tonight 
Night 
I wanna bang you ...Saturday night 
And then ...gonna tell you what you write 
I wanna bang you on a Saturday night 
Come done you wanna make you feel alright 
I wanna bang you on a Saturday night 
I wanna bang you on a Saturday night 
I wanna bang you on a Saturday 
Saturday 
I wanna bang you and make you feel alright 
….makes the lovin in the night 
I wanna bang you on a Saturday night 
….wanna make you feel alright 
I wanna bang you on a Saturday night 
I wanna bang you on a 
Saturday 
Night",Rivers Cuomo,,C.O.R_,134,1998-07-26; great vocals but not together yet,Rivers Cuomo,,,,-43,,,,,,,,76,,,,,,,,c19e320207734f5eb49924e11df05c36,TKX-43 Bang You
Bass Line,The Green Years,2.67,3,None,\The Maladroit Years\2 stars and below,,,Fontana - bass Line,1,Fontana,Voice Memo,N,,,COR: 379,,Rivers Cuomo,,C.O.R_,33,,Rivers Cuomo,,,,,,,,,,,,113,,,,,,,,f853c12fc3f54f28b1695b102b7f91a5,379 bass line
Bayou 1 @112 -5 AX 15,The Pacific Daydream Black Years,4,6,,\The Black Album,,,,2,,Sketch,N,,,Piano sketch,"Let’s get lost in the bayou 
Let’s get lost in the bayou 
I really want to be with you 
I really want to be with you 
Woah woah woah woah 
Let’s get lost in the bayou 
Let’s get lost in the bayou 
I really want to be with you 
I really want to be with you 
Woah woah woah woah 
…want to get you… 
…to me 
…want to get you… 
…to me 
Let’s get lost in the bayou 
Let’s get lost in the bayou 
I really want to be with you 
I really want to be with you 
Woah woah woah woah 
Let’s get lost in the bayou 
Let’s get lost in the bayou 
I really want to be with you 
I really want to be with you 
Woah woah woah woah",,,Demos--Previous Versions,102,,,,,,,,,,,,,,112,,1,,,,,,21aca42493ec4a54a966acff7a785069,Bayou 1 @112 -5 AX 15
Bb,By The People,3.88,8,,\TheAblesandtheBakersandtheC's,,,,,,,,,,,,TheAblesandtheBakersandtheC_s,,TheAblesandtheBakersandtheC_s,135,,,,,,,,,,,,,,108,,,,,,,,4faadf6d554e4ec29b42ebd745c2c29c,Bb
be my steady (be my steady),The Green Years,1.75,2,None,\The Black Room\Ideas--Used,,,,1.5,,Sketch,N,,,,"Be my steady 
Steady girl 
…foundation in the …this world 
Be my steady 
Steady girl 
The foundation in the terrifying world 
Some get noticed 
Others fail 
…sunshine 
… 
If you be my steady in the world",Rivers Cuomo,,Ideas--Used,64,crushingly sad. beautiful. sad. used,Rivers Cuomo,,,,,,,,,,,,110,,,,,,,,f24a5b23c3d94e54a0cc964426196c27,1-27 be my steady (be my steady)
Be My Steady @ 118,The Green Years,3.38,4,None,\The Black Room\Ideas--Used,,,,2.5,,Song Snippet,N,,,,"Be my steady 
Steady girl 
My foundation in this great cold-hearted world 
Be my steady 
Steady girl 
Still old fashioned like the folks who go to church",Rivers Cuomo,,Ideas--Used,40,,Rivers Cuomo,,,,,,,,,,,,118,,,,,,,,45f64ab0116c4f2fadff47ce2b378cf6,Be My Steady @ 118
Beach Boys 6 acoustic @ 99,The Pacific Daydream Black Years,4.45,38,Pacific Daydream,,,,,4,Beach Boys,Full Song,N,,,,"The sun won't shine tonight
Metro screaming by
Walking with the Mexicans
Should I call an ambulance?
We need a melody
A gorgeous five part harmony
So it all makes sense
There must be something more than this
Everyone wants to be cooler than everyone else
It's a hip hop world
And we're the furniture
Let's get out of the city
Let me tell you about a band I loved
When I was a west-side kid mmm
Turn it up
It's the Beach Boys
Singing out in a sweet voice
On a roll like a rolls royce
Keep cranking them Beach Boys
Turn it up
It's the Beach Boys
Making my eyes get moist
Hold 'em up at gunpoint
Keep cranking them Beach Boys
Oooooh oooooh.
Turn it up
It's the Beach Boys
Singing out in a sweet voice
On a roll like a rolls royce
Keep cranking them Beach Boys
What you wanna do tonight?
I'll make it all happen
Mixing up Orange Juice
And champagne
Cooler than the ice capades
We need a leader someone to tell us what to do
To raise the bar
To make it rain
We're gonna go caroling in Echo Park
If you don’t know the words sing anyway
'Cause it's gonna be fun
I'm a remarkable guy
I keep you trying new things
I keep you young
Turn it up
It's the Beach Boys
Singing out in a sweet voice
On a roll like a rolls royce
Keep cranking them Beach Boys
Turn it up
It's the Beach Boys
Making my eyes get moist
Hold 'em up at gunpoint
Keep cranking them Beach Boys
Beach Boys 7 Post
The sun won't shine tonight
Metro screaming by
Walking with the Mexicans
Should I call an ambulance?
We need a melody
A gorgeous five part harmony
So it all makes sense
There must be something more than this
Everyone wants to be cooler than everyone else
It's a hip hop world
And we're the furniture
Let's get out of the city
Let me tell you about a band I loved
When I was a west-side kid, mmm
Turn it up
It's the Beach Boys
Singing out in a sweet voice
On a roll like a twist toy
Keep cranking them Beach Boys
Turn it up
It's the Beach Boys
Making my eyes get moist
Hold 'em up at gunpoint
Keep cranking them Beach Boys
They'll be there when you wake up
You're soothing midnight mantra
Turn it up
It's the Beach Boys
Singing out in a sweet voice
On a roll like a twist toy
Keep cranking them Beach Boys
What you wanna do tonight?
I'll make it all happen
Mixing up Orange Juice
And champagne
Cooler than the ice capades
We need a leader someone to tell us what to do
To raise the bar
To make it rain
We're gonna go caroling in Echo Park
If you don’t know the notes sing anyway
'Cause it's gonna be fun
I'm a remarkable guy
I keep you trying new things
I keep you young
Turn it up
It's the Beach Boys
Singing out in a sweet voice
On a roll like a twist toy
Keep cranking them Beach Boys
Turn it up
It's the Beach Boys
Making my eyes get moist
Hold 'em up at gunpoint
Keep cranking them Beach Boys
They'll be there when you wake up
You're soothing midnight mantra
Turn it up
It's the Beach Boys
Singing out in a sweet voice
On a roll like a twist toy
Keep cranking them Beach Boys",,,Demos--Previous Versions,157,,,,,,,,,,,,,,99,,6,,,,,,33514b22776c4768baceddd21100c5c4,Beach Boys 6 acoustic @ 99
Beach Boys 7 post lyric @ 99,The Pacific Daydream Black Years,4.57,21,Pacific Daydream,,,,,4,Beach Boys,Full Song,N,,,,"The sun won’t shine 
tonight 
Metro screaming by 
Walking with the 
Mexicans 
Should I call an 
ambulance? 
We need a melody 
A gorgeous five-part 
harmony 
So it all makes 
sense 
Must be something 
more than this 
Everyone wants to be 
cooler than everyone 
else 
It’s a hip-hop world 
And we’re the 
furniture 
Let’s get out of the 
city 
Let me tell you bout 
a band I loved 
When I was a west 
side kid 
Turn it up 
It’s the Beach Boys 
Singing out in a 
sweet voice 
On a roll like a 
twist toy 
Keep cranking them 
Beach Boys 
Turn it up 
It’s the Beach Boys 
Making my eyes get 
moist 
Hold em up at 
gunpoint 
Keep cranking them 
Beach Boys 
They’ll be there 
when you wake up 
Your soothing 
midnight mantra 
Turn it up 
It’s the Beach Boys 
Singing out in a 
sweet voice 
On a roll like a 
twist toy 
Keep cranking them 
Beach Boys 
What do you wanna 
do tonight? 
I’ll make it all 
happen 
Mixing up orange 
juice 
And champagne 
Cooler than the ice 
capades 
We need a leader 
someone to tell us 
what to do 
To raise the bar 
To make it rain 
We’re gonna go 
caroling in Echo 
Park 
If you don’t know 
then don’t sing 
anyway 
Cause it’s gonna be 
fun 
I’m a remarkable guy 
I’ll keep you trying 
new things 
I’ll keep you young 
Turn it up 
It’s the Beach Boys 
Singing out in a 
sweet voice 
On a roll like a 
twist toy 
Keep cranking them 
Beach Boys 
Turn it up 
It’s the Beach Boys 
Making my eyes get 
moist 
Hold em up at 
gunpoint 
Keep cranking them 
Beach Boys 
They’ll be there 
when you wake up 
Your soothing 
midnight mantra 
Turn it up 
It’s the Beach Boys 
Singing out in a 
sweet voice 
On a roll like a 
twist toy 
Keep cranking them 
Beach Boys",,,RC Over Track,157,,,,,,,,,,,,,,99,,7,,,,,,b2f9388f19694925a47d7725ea342ed0,Beach Boys 7 post lyric @ 99
beat,The White Years,1.2,5,None,,,,,1,,Beatboxing,N,,,,,,,The White Years,17,,Rivers Cuomo,,,beat,,,,,,,,,108,,,,,,,,573da0dc01b34a2e941092383bcb4030,beat
beat 1,The Red-Raditude-Hurley Years,1.6,5,None,\Ideas--Used,,,,1,,Beat Boxing,N,,,,,Rivers Cuomo,,Ideas--Used,8,used sports team,Rivers Cuomo,,,beat,,,,,,,,,95,,,,,,,,450de04cef1444b49be064207b8b3474,beat 1
beat 2,The Red-Raditude-Hurley Years,1.33,6,None,\Demos--Previous Versions,,,,1,,Beatboxing,N,,,,,Rivers Cuomo,,Demos--Previous Versions,16,,Rivers Cuomo,,,beat,,,,,,,,,85,,,,,,,,45877e6a211c43be95254b05c3933cd5,beat 2
beat 3,The Red-Raditude-Hurley Years,1.5,4,None,\Demos--Previous Versions,,,,1,,Sketch,N,,,,(Instrumental),Rivers Cuomo,,Demos--Previous Versions,31,,Rivers Cuomo,,,beat,,,,,,,,,117,,,,,,,,a92713c2339a4d118c3fd886f16a9ea0,beat 3
Beatle That We Loved The Most 21,Weezma,4.65,10,EWBAITE,,,,Beatle That We Loved The Most - v21,3.5,Eulogy For A Rock Band,Full Song,Y,,,"""adios Beatle that we love the most""","Goodbye matey 
You had a good run 
Thirteen years of fucking ruling 
But all stars fade to black now 
Adios 
Beatle that we loved the most 
This is our toast to what you did 
And all that you were fighting for 
Who could do more? 
When time marches on 
Worlds come and go 
We will sing the melodies that you did long ago 
Women were screaming 
And guys were copying you 
You moved the people to sobbing 
Inspiring 
You spoke for the world in your songs 
Adios 
Beatle that we loved the most 
This is our toast to what you did 
And all that you were fighting for 
Who could do more? 
When time marches on 
Worlds come and go 
We will sing the melodies that you did long ago 
Oooh 
We’ll never forget the heaps you gave 
Oooh 
Let it fade 
Oooh 
We’ll never forget the heaps you gave 
Oooh 
Let it fade 
Oooh 
Goodbye 
Adios 
Beatle that we loved the most 
This is our toast to what you did 
And all that you were fighting for 
Who could do more? 
When time marches on 
Worlds come and go 
We will sing the melodies that you did long ago",,,Weezma,184,,,,,beat,,,,,,,,,68,,21,,,,,,79bfe4ec34304fe9ba2e13177119e6e8,Beatle That We Loved The Most 21
beats 9-11-2011 16h3m11s,EWBAITE,1.75,4,None,\2 stars and below,,,,1,,Beat Box,N,,,,,Rivers Cuomo,,voice notes,15,,Rivers Cuomo,,,beat,,,,,,,,,87,,,,,,,,f49961c76ab44f8697ae1533861cf967,beats 9-11-2011 16h3m11s
beautiful euro melody c2,EWBAITE,1.83,3,None,\2 stars and below,,,,1.5,,Sketch,N,,,,,Rivers Cuomo,,voice notes,331,,Rivers Cuomo,,melody,,,,,,,,,,116,,,,,,,,8882e9d46a3c4e028ecbc5dcd406cfff,beautiful euro melody c2
Beautiful Lies 3 tweaked chorus melody @128,The Pacific Daydream Black Years,4.38,21,Pacific Daydream,,,,,4,Weekend Woman,Full Song,N,,,,"I came to New York for Rock and Roll
Trying to save the white man’s soul
There’s something that you should probably know
Woah
Woah
I don’t mean to cross you up
My whole being cries out for love
Sometimes a man can’t help what he does
Woah
Woah
I don't believe your beautiful lies
Woah
You don't have to die to go to heaven
Woah
I don't believe your beautiful lies
Woah
It almost makes me feel young again
Woah
Father used to go on trips
Santa Claus with a bag of gifts
It's so hard not to fall for this
Woah
Woah
Curled up like a little girl
Your white shoes are so beautiful
But somethings are not forgivable
Woah
Woah
I don't believe your beautiful lies
Woah
You don't have to die to go to heaven
Woah
I won't believe your beautiful lies
Woah
It almost makes me feel young again
Woah",,,The Pacific Daydream Years,138,,,,melody,chorus,,,,,,,,,64,,3,,,,,,1b1f04eb0cb54e1d96aefc9639a698da,Beautiful Lies 3 tweaked chorus melody @128
Beautiful Lies 4 INST @64,The Pacific Daydream Black Years,3.38,16,Pacific Daydream,,,,,3,Weekend Woman,Full Song,N,,,Becomes the bridge of Weekend Woman,(Instrumental),,,The Pacific Daydream Years,138,,,,,,,,,,,,,,64,,4,,,,,,a99ecb01d3ef4b7abf23b45bfb25a57a,Beautiful Lies 4 INST @64
Beautiful Lies 4 no drums @64,The Pacific Daydream Black Years,4.07,23,Pacific Daydream,,,,,3.5,Weekend Woman,Full Song,N,,,,"I came to New York for Rock and Roll
Trying to save the white man’s soul
There’s something that you should probably know
Woah
Woah
I don’t mean to cross you up
My whole being cries out for love
Sometimes a man can’t help what he does
Woah
Woah
I won’t believe your beautiful lies
Woah
You don't have to die to go to heaven
Woah
I won’t believe your beautiful lies
Woah
It almost makes me feel young again
Woah
Father used to go on trips
Santa Claus with a bag of gifts
It's so hard not to fall for this
Woah
Woah
Curled up like a little girl
Your white shoes are so beautiful
But somethings are not forgivable
Woah
Woah
I won't believe your beautiful lies
Woah
You don't have to die to go to heaven
Woah
I won't believe your beautiful lies
Woah
It almost makes me feel young again
Woah",,,The Pacific Daydream Years,138,,,,,,,,,,,,,,64,,4,,,,,,286d52e6c8864abeaeb32d98399fad60,Beautiful Lies 4 no drums @64
Beautiful Lies - v2 @126,The White Years,4.6,15,Pacific Daydream,\Rivers Cuomo,Weekend Woman,,Beautiful Lies - v2 @126,4,Beautiful Lies,Full Song,N,,,Chorus becomes bridge of Weekend Woman,"I came to New York for rock 'n roll
Tryin' to save the white man's soul
There's something that you should probably know
Woah
Woah
I don't mean to cross you up
My whole being cries out for love
Sometimes a man can't help what he does
Woah
Woah
I won't believe your beautiful lies
Don't have to die to go to heaven
Woah
I won't believe your beautiful lies
It almost makes me feel young again
Father used to go on trips
Santa Claus with a bag of gifts
It's so hard not to fall for this
Woah
Woah
Curled up like a little girl
Your white shoes are so beautiful
But somethings are not forgivable
I won't believe your beautiful lies
Don't have to die to go to heaven
Woah
I won't believe your beautiful lies
It almost makes me feel young again
Woah",Rivers Cuomo,,Rivers Cuomo,141,,Rivers Cuomo,,,,,,,,,,,,63,,2,,,,,,23d4e61d83f04cd58d5465b6e114a399,Beautiful Lies 2 @126
beautiful triplet melody on the pian,EWBAITE,4.33,6,SZNZ: Winter,\2 stars and below,,,,2,I Want a Dog,Sketch,N,,,Used as bridge of I Want a Dog,"(Triplets at 60) 
(Instrumental)",Rivers Cuomo,,voice notes,63,,Rivers Cuomo,triplet,melody,,,,,,,,,,96,,,,,,,,e45f5b00a5b1412788eb11d02f551b83,beautiful triplet melody on the pian
Bedroom Eyes 2 tap tap AI @61.5,The Pacific Daydream Black Years,3.6,5,,\The Black Album,,,,2,Two Broken Hearts,Sketch,N,,,,"I fall into your bedroom eyes 
I fall into your bedroom eyes 
It’s not the same as it was 
It’s not the same as it was 
I fall into your bedroom eyes",,,Demos--Previous Versions,41,,,,,pre chorus,,,,,,,,,62,,2,,,,,,237ab30e1454470191357d7dcbc3e91f,Bedroom Eyes 2 tap tap AI @61.5
Bedroom Eyes 5 8ths @123,The Pacific Daydream Black Years,4.32,22,,,,,,3,Two Broken Hearts,Sketch,N,,,,"I fall into your bedroom eyes
I fall into your bedroom eyes
It’s not the same as it was
It’s not the same as it was
I fall into your bedroom eyes
I fall into your bedroom eyes
I fall into your bedroom eyes
It’s not the same as it was
It’s not the same as it was
I fall into your bedroom eyes",,,parts,121,,,,,,,,,,,,,,62,,5,,,,,,75779cfcedd141eeaae9c7e3e66dc9f9,Bedroom Eyes 5 8ths @123
Been Down To Jesus,The Green Years,1.67,3,None,\The Black Room\C.O.R_,,,Been Down To Jesus,2,Been Down To Jesus,Sketch,N,,,COR: 069,"Been down to Jesus 
Been down the gulf 
And found some makeshift overload 
Such a sentimental 
Let’s bring the… 
That’s home and makes me feel okay",Rivers Cuomo,,C.O.R_,58,,Rivers Cuomo,,,,,,,,,,,,108,,,,,,,,90994bfb3fe5479c900d4ea4c59f68c4,069 Been Down to Jesus
beethoven piano 8-28-2012 10h17m20s,EWBAITE,1.83,3,None,\2 stars and below,,,,1.5,,Sketch,N,,,,"…You want me 
What you want… 
… 
…did you want me 
What you needed to… 
… 
…Did you want me 
… 
Did you want me 
… 
(This is 122 
One two three four)",Rivers Cuomo,,EWBAITE,145,,Rivers Cuomo,,piano,,,,,,,,,,118,,,,,,,,500238542ea24776af7ec870adfa2173,beethoven piano 8-28-2012 10h17m20s
Beethoven Sonata No. 1 in F Minor 2022-08-31_,Piano,3.67,18,,,,,,,,,,,,,,,,Piano,4493,,,,,,,,,,,,,,120,,,,,,,,518d90f8b5a14e0c936348b349486099,Beethoven Sonata No. 1 in F Minor 2022-08-31_
Beethoven Sonata No. 1 in F Minor 2022-10-29,Piano,4.04,26,,,,,,,,,,,,,,,,Piano,2036,,,,,,,,,,,,,,108,,,,,,,,17c5c798a99345be94f688b24cd2b69e,Beethoven Sonata No. 1 in F Minor 2022-10-29
"Beethoven Sonata No. 10 in G Major, 2. Andante 3. Scherzo-18",Piano,4.07,15,,,,,,,,,,,,,,,,Piano,2012,,,,,,-18,,,,,,,,100,,,,,,,,bc3d2518d4da4525ba84fea4f65000cd,"Beethoven Sonata No. 10 in G Major, 2. Andante 3. Scherzo-18"
Beethoven Sonata No. 11 in B-flat Major-20,Piano,4.29,17,,,,,,,,,,,,,,,,Piano,5249,,,,,,,,,,,,,,108,,,,,,,,9c2b917e548a4fc499b4215a645522a5,Beethoven Sonata No. 11 in B-flat Major-20
"Beethoven Sonata No. 12 in A-flat Major, 1. Andante 2022-07-22",Piano,3.3,20,,,,,,,,,,,,,,,,Piano,2540,,,,,,,,,,,,,,92,,,,,,,,da19a7f2fe1c4affa2d2817ca8924f63,"Beethoven Sonata No. 12 in A-flat Major, 1. Andante 2022-07-22"
"Beethoven Sonata No. 12 in A-flat Major, 2. Scherzo 3. Allegro 2022-07-23",Piano,4.57,14,,,,,,,,,,,,,,,,Piano,759,,,,,,,,,,,,,,86,,,,,,,,fdc4173df2604a8bbe2f1cc35f8817b4,"Beethoven Sonata No. 12 in A-flat Major, 2. Scherzo 3. Allegro 2022-07-23"
"Beethoven Sonata No. 13 in E-flat Major, 2. Allegro 2022-07-24",Piano,4.2,10,,,,,,,,,,,,,,,,Piano,1104,,,,,,,,,,,,,,65,,,,,,,,1ca15b2985a04abf91033c7f99a9ef0b,"Beethoven Sonata No. 13 in E-flat Major, 2. Allegro 2022-07-24"
"Beethoven Sonata No. 13 in E-flat Major, 3. Adagio 4. Allegro 2022-07-24",Piano,3.93,29,,,,,,,,,,,,,,,,Piano,1724,,,,,,,,,,,,,,74,,,,,,,,9f1feeab8f7b4c6fbfe51b219098e370,"Beethoven Sonata No. 13 in E-flat Major, 3. Adagio 4. Allegro 2022-07-24"
"Beethoven Sonata No. 13 in E-flat Major, 4. Allegro and Beethoven Sonata No. 14 in C-sharp Minor, 1. Adagio-25",Piano,5,10,,,,,,,,,,,,,,,,Piano,2586,,,,,,,,,,,,,,87,,,,,,,,4a04abbb619a4a9489cfae419ec62644,"Beethoven Sonata No. 13 in E-flat Major, 4. Allegro and Beethoven Sonata No. 14 in C-sharp Minor, 1. Adagio-25"
"Beethoven Sonata No. 14 in C-sharp Minor, 2. Allegretto 3. Presto-26",Piano,4,13,,,,,,,,,,,,,,,,Piano,2842,,,,,,,,,,,,,,110,,,,,,,,0bf1caeedf2c42b086810742d6be7b2f,"Beethoven Sonata No. 14 in C-sharp Minor, 2. Allegretto 3. Presto-26"
Beethoven Sonata No. 15 in D Major-27,Piano,3.32,50,,,,,,,,,,,,,,,,Piano,4081,,,,,,-27,,,,,,,,95,,,,,,,,9dd9aa077f344f868152e2672bce13e6,Beethoven Sonata No. 15 in D Major-27
"Beethoven Sonata No. 16 in G Major, 2 Adagio 3. Rondo 2022-09-30",Piano,4.3,10,,,,,,,,,,,,,,,,Piano,3563,,,,,,,,,,,,,,95,,,,,,,,2904e4b27de64e80b2424ca5ed1cde54,"Beethoven Sonata No. 16 in G Major, 2 Adagio 3. Rondo 2022-09-30"
"Beethoven Sonata No. 17 in D Minor, 2. Adagio 3. Allegretto 2022-07-30",Piano,3.5,14,,,,,,,,,,,,,,,,Piano,3369,,,,,,,,,,,,,,108,,,,,,,,526a410e72c64c6e8303f7a56c6ccf3f,"Beethoven Sonata No. 17 in D Minor, 2. Adagio 3. Allegretto 2022-07-30"
